sum_id,pert_id,pert_iname,perts_target,pert_type,pert_itime,pert_idose,mean_rankpt_2,mean_rankpt_4,mean_rankpt_6,is_expressed_4,is_expressed_6,rankpt_1,rankpt_2,rankpt_3,rankpt_4,rankpt_5,rankpt_6,rankpt_7,rankpt_8,rankpt_9,npos,nneg,ncell,nsig,norm_rankpt,norm_cs,cell_id,best4_index,best6_index,sig_id
CGS001-2184,CGS001-2184,FAH,FAH,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-98.9166,-95.7058,-72.7369,1,1,88.3636,0,0,0,-53.5986,-87.2061,-97.7838,-98.6737,-99.1595,1,5,9,11,-53.6|-98.7|-87.2|0|-97.8|88.4|0|-99.2|0,-0.8|-1.47|-1.11|0|-1.4|1.08|0|-1.48|0,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,8|2|5|3,8|2|5|3|1|4,CGS001_A375_96H:FAH:1|CGS001_A549_96H:FAH:1|CGS001_HA1E_96H:FAH:1.5|CGS001_HCC515_96H:FAH:2|CGS001_HEPG2_96H:FAH:1.5|CGS001_HT29_96H:FAH:1|CGS001_MCF7_96H:FAH:2|CGS001_MCF7_144H:FAH:2|CGS001_PC3_96H:FAH:2|CGS001_PC3_144H:FAH:2|CGS001_VCAP_120H:FAH:5
CGS001-7048,CGS001-7048,TGFBR2,TGFBR2,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-98.8672,-95.8226,-63.8817,1,1,88.823,0,0,0,0,-91.715,-93.841,-98.5643,-99.1701,1,4,9,11,88.8|0|0|-93.8|0|0|-99.2|-91.7|-98.6,1.07|0|0|-1.24|0|0|-1.44|-1.2|-1.35,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,7|9|4|8,7|9|4|8|2|3,CGS001_A375_96H:TGFBR2:1|CGS001_A549_96H:TGFBR2:1|CGS001_HA1E_96H:TGFBR2:1.5|CGS001_HCC515_96H:TGFBR2:2|CGS001_HEPG2_96H:TGFBR2:1.5|CGS001_HT29_96H:TGFBR2:1|CGS001_MCF7_96H:TGFBR2:2|CGS001_MCF7_144H:TGFBR2:2|CGS001_PC3_96H:TGFBR2:2|CGS001_PC3_144H:TGFBR2:2|CGS001_VCAP_120H:TGFBR2:5
BRD-K02562327,BRD-K02562327,BRD-K02562327,,trt_cp,24 h|6 h,1 åµM|10 åµM|3 åµM|500 nM,-98.707,-95.9032,-78.061,-666,-666,0,0,-84.7534,-92.8398,-93.3588,-98.1521,-99.262,-666,-666,0,5,7,17,-92.8|-99.3|0|-84.8|0|-98.2|-93.4,-1.24|-1.46|0|-1.15|0|-1.41|-1.26,A375|HA1E|HCC515|HT29|MCF7|PC3|VCAP,2|6|7|1,2|6|7|1|4|3,CPC020_A375_6H:BRD-K02562327-001-01-6:10|CPC020_HA1E_6H:BRD-K02562327-001-01-6:10|CPC020_HCC515_6H:BRD-K02562327-001-01-6:10|CPC020_HT29_6H:BRD-K02562327-001-01-6:10|CPC020_MCF7_6H:BRD-K02562327-001-01-6:10|CPC020_PC3_6H:BRD-K02562327-001-01-6:10|CPC020_VCAP_24H:BRD-K02562327-001-01-6:10|MUC.CP005_MCF7_24H:BRD-K02562327-001-01-6:10.0165|MUC.CP005_MCF7_24H:BRD-K02562327-001-01-6:3.3388|MUC.CP005_MCF7_24H:BRD-K02562327-001-01-6:0.371|MUC.CP005_MCF7_6H:BRD-K02562327-001-01-6:10.0165|MUC.CP005_MCF7_6H:BRD-K02562327-001-01-6:3.3388|MUC.CP005_MCF7_6H:BRD-K02562327-001-01-6:1.1129|MUC.CP005_MCF7_6H:BRD-K02562327-001-01-6:0.371|CPC020_PC3_24H:BRD-K02562327-001-01-6:10|CPC020_VCAP_6H:BRD-K02562327-001-01-6:10|CPC020_MCF7_24H:BRD-K02562327-001-01-6:10
CGS001-2931,CGS001-2931,GSK3A,GSK3A,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-97.1414,-96.0232,-91.5729,1,1,72.8464,0,-55.9717,-81.033,-84.3114,-94.2424,-95.5675,-96.6842,-97.5986,1,7,9,11,-81|-96.7|0|-56|-95.6|-94.2|-84.3|-97.6|72.8,-1.09|-1.37|0|-0.54|-1.33|-1.27|-1.13|-1.36|0.9,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,8|2|5|6,8|2|5|6|7|1,CGS001_A375_96H:GSK3A:1|CGS001_A549_96H:GSK3A:1|CGS001_HA1E_96H:GSK3A:1.5|CGS001_HCC515_96H:GSK3A:2|CGS001_HEPG2_96H:GSK3A:1.5|CGS001_HT29_96H:GSK3A:1|CGS001_MCF7_96H:GSK3A:2|CGS001_MCF7_144H:GSK3A:2|CGS001_PC3_96H:GSK3A:2|CGS001_PC3_144H:GSK3A:2|CGS001_VCAP_120H:GSK3A:5
BRD-A54927599,BRD-A54927599,KF-38789,P-selectin-mediated cell adhesion,trt_cp,24 h|6 h,10 åµM,-98.6128,-96.7768,-72.5883,-666,-666,0,0,0,0,-48.4223,-94.6886,-95.1931,-98.5785,-98.647,0,5,9,15,-98.6|0|-98.6|0|-48.4|0|-94.7|0|-95.2,-1.41|0|-1.44|0|-0.65|0|-1.28|0|-1.3,HA1E|HCC515|PC3|VCAP|A375|A549|HEPG2|HT29|MCF7,1|3|9|7,1|3|9|7|5|2,CPC001_HA1E_24H:BRD-A54927599-001-07-8:10|CPC001_HA1E_6H:BRD-A54927599-001-07-8:10|CPC001_HCC515_24H:BRD-A54927599-001-07-8:10|CPC001_HCC515_6H:BRD-A54927599-001-07-8:10|CPC001_PC3_24H:BRD-A54927599-001-07-8:10|CPC001_PC3_6H:BRD-A54927599-001-07-8:10|CPC001_VCAP_24H:BRD-A54927599-001-07-8:10|CPC001_VCAP_6H:BRD-A54927599-001-07-8:10|CPC017_A375_6H:BRD-A54927599-001-07-8:10|CPC017_A549_24H:BRD-A54927599-001-07-8:10|CPC017_A549_6H:BRD-A54927599-001-07-8:10|CPC017_HEPG2_6H:BRD-A54927599-001-07-8:10|CPC017_HT29_6H:BRD-A54927599-001-07-8:10|CPC017_MCF7_6H:BRD-A54927599-001-07-8:10|CPC017_MCF7_24H:BRD-A54927599-001-07-8:10
CGS001-1482,CGS001-1482,NKX2-5,NKX2-5,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-99.6246,-96.961,-93.1428,0,0,62.3596,0,-79.8182,-91.195,-93.7578,-94.8369,-99.2492,-100,-666,1,6,8,8,-100|0|-93.8|-91.2|-79.8|-99.2|-94.8|62.4,-1.61|0|-1.24|-1.25|-1.09|-1.45|-1.25|0.7,A375|A549|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,1|6|7|3,1|6|7|3|4|5,CGS001_A375_96H:NKX2-5:1|CGS001_A549_96H:NKX2-5:1|CGS001_HCC515_96H:NKX2-5:2|CGS001_HEPG2_96H:NKX2-5:1.5|CGS001_HT29_96H:NKX2-5:1|CGS001_MCF7_96H:NKX2-5:2|CGS001_PC3_96H:NKX2-5:2|CGS001_VCAP_120H:NKX2-5:5
BRD-K67844266,BRD-K67844266,MLN-4924,Nedd8 activating enzyme (NAE),trt_cp,24 h|6 h,1 åµM|10 åµM|3 åµM|500 nM,-98.9372,-96.9986,-89.959,-666,-666,0,0,0,-58.9859,-92.7736,-93.8714,-96.2485,-98.4432,-99.4312,0,6,9,24,0|-92.8|-96.2|-99.4|-98.4|-93.9|-59|0|0,0|-1.22|-1.33|-1.51|-1.41|-1.27|-0.94|0|0,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,4|5|3|6,4|5|3|6|2|7,CPC006_A375_6H:BRD-K67844266-001-01-3:11.1|CPC006_A549_24H:BRD-K67844266-001-01-3:11.1|CPC006_HA1E_24H:BRD-K67844266-001-01-3:11.1|CPC006_HA1E_6H:BRD-K67844266-001-01-3:11.1|CPC006_HCC515_24H:BRD-K67844266-001-01-3:11.1|CPC006_HCC515_6H:BRD-K67844266-001-01-3:11.1|CPC006_HEPG2_6H:BRD-K67844266-001-01-3:11.1|CPC006_HT29_24H:BRD-K67844266-001-01-3:11.1|CPC006_HT29_6H:BRD-K67844266-001-01-3:11.1|CPC006_MCF7_24H:BRD-K67844266-001-01-3:11.1|CPC006_PC3_24H:BRD-K67844266-001-01-3:11.1|CPC006_VCAP_6H:BRD-K67844266-001-01-3:11.1|MUC.CP002_MCF7_24H:BRD-K67844266-001-01-3:3.7|MUC.CP002_MCF7_24H:BRD-K67844266-001-01-3:1.2333|MUC.CP002_MCF7_24H:BRD-K67844266-001-01-3:0.4111|MUC.CP002_MCF7_6H:BRD-K67844266-001-01-3:11.1|MUC.CP002_MCF7_6H:BRD-K67844266-001-01-3:3.7|MUC.CP002_MCF7_6H:BRD-K67844266-001-01-3:1.2333|MUC.CP002_MCF7_6H:BRD-K67844266-001-01-3:0.4111|CPC006_A375_24H:BRD-K67844266-001-01-3:11.1|CPC006_MCF7_6H:BRD-K67844266-001-01-3:11.1|CPC006_VCAP_24H:BRD-K67844266-001-01-3:11.1|CPC006_A549_6H:BRD-K67844266-001-01-3:11.1|CPC006_PC3_6H:BRD-K67844266-001-01-3:11.1
CGS001-1605,CGS001-1605,DAG1,DAG1,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-99.1261,-97.2492,-92.7327,1,1,-55.8442,-83.0909,-84.3084,-95.3172,-95.4276,-98.5019,-99.7503,-666,-666,0,7,7,7,-95.4|-55.8|-84.3|-99.8|-83.1|-95.3|-98.5,-1.3|-0.64|-1.07|-1.59|-1.12|-1.26|-1.35,A375|A549|HA1E|HCC515|HT29|PC3|VCAP,4|7|1|6,4|7|1|6|3|5,CGS001_A375_96H:DAG1:1|CGS001_A549_96H:DAG1:1|CGS001_HA1E_96H:DAG1:1.5|CGS001_HCC515_96H:DAG1:2|CGS001_HT29_96H:DAG1:1|CGS001_PC3_96H:DAG1:2|CGS001_VCAP_120H:DAG1:5
ccsbBroad304_02956,ccsbBroad304_02956,EHF,EHF,trt_oe,96 h,1 åµL|2 åµL|4 åµL,-99.115,-97.3241,-73.5158,0,1,0,-51.7986,-95.3216,-95.7447,-98.2301,-100,-666,-666,-666,0,5,6,6,-95.7|0|-95.3|-98.2|-51.8|-100,-1.27|0|-1.3|-1.32|-0.89|-1.63,A375|A549|HA1E|MCF7|PC3|HCC515,6|4|1|3,6|4|1|3|5|2,OEB001_A375_96H:BRDN0000400580:-666|OEB001_A549_96H:BRDN0000400580:-666|OEB001_HA1E_96H:BRDN0000400580:-666|OEB001_MCF7_96H:BRDN0000400580:-666|OEB001_PC3_96H:BRDN0000400580:-666|OEB001_HCC515_96H:BRDN0000400580:-666
CGS001-10365,CGS001-10365,KLF2,KLF2,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-97.7399,-97.3473,-75.8359,1,1,0,0,0,-65.6263,-96.8386,-97.071,-97.1569,-98.3228,-666,0,5,8,8,0|-97.1|-97.2|-65.6|-98.3|-96.8|0|0,0|-1.38|-1.36|-0.83|-1.41|-1.35|0|0,A375|A549|HA1E|HCC515|HEPG2|MCF7|PC3|VCAP,5|3|2|6,5|3|2|6|4|1,CGS001_A375_96H:KLF2:1|CGS001_A549_96H:KLF2:1|CGS001_HA1E_96H:KLF2:1.5|CGS001_HCC515_96H:KLF2:2|CGS001_HEPG2_96H:KLF2:1.5|CGS001_MCF7_96H:KLF2:2|CGS001_PC3_96H:KLF2:2|CGS001_VCAP_120H:KLF2:5
CGS001-9377,CGS001-9377,COX5A,COX5A,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-98.7265,-97.6582,-96.306,1,1,0,-93.1716,-94.0315,-96.5668,-96.613,-97.9451,-99.5079,-666,-666,0,6,7,8,-96.6|-94|-99.5|-93.2|0|-97.9|-96.6,-1.32|-1.26|-1.53|-1.28|0|-1.39|-1.29,A375|A549|HA1E|HEPG2|HT29|MCF7|VCAP,3|6|1|7,3|6|1|7|2|4,CGS001_A375_96H:COX5A:1|CGS001_A549_96H:COX5A:1|CGS001_HA1E_96H:COX5A:1.5|CGS001_HEPG2_96H:COX5A:1.5|CGS001_HT29_96H:COX5A:1|CGS001_MCF7_96H:COX5A:2|CGS001_MCF7_144H:COX5A:2|CGS001_VCAP_120H:COX5A:5
BRD-K56653679,BRD-K56653679,MD-041,,trt_cp,24 h|6 h,10 åµM,-99.474,-98.262,-91.0426,-666,-666,-61.9048,-67.8275,-72.2005,-81.0073,-96.0063,-98.0935,-99.1031,-99.8449,-666,0,8,8,12,-81|-61.9|-98.1|-72.2|-99.8|-67.8|-96|-99.1,-1.06|-0.84|-1.38|-1.02|-1.48|-0.93|-1.32|-1.46,A375|A549|HA1E|HCC515|MCF7|PC3|VCAP|HT29,5|8|3|7,5|8|3|7|1|4,CPC012_A375_6H:BRD-K56653679-001-01-2:10|CPC012_A549_24H:BRD-K56653679-001-01-2:10|CPC012_A549_6H:BRD-K56653679-001-01-2:10|CPC012_HA1E_6H:BRD-K56653679-001-01-2:10|CPC012_HCC515_6H:BRD-K56653679-001-01-2:10|CPC012_MCF7_6H:BRD-K56653679-001-01-2:10|CPC012_PC3_6H:BRD-K56653679-001-01-2:10|CPC012_VCAP_24H:BRD-K56653679-001-01-2:10|CPC012_VCAP_6H:BRD-K56653679-001-01-2:10|CPC012_HT29_6H:BRD-K56653679-001-01-2:10|CPC012_PC3_24H:BRD-K56653679-001-01-2:10|CPC012_MCF7_24H:BRD-K56653679-001-01-2:10
BRD-U74615290,BRD-U74615290,THZ-2-98-01,IRAK1,trt_cp,24 h|6 h,10 åµM,-99.8956,-98.3237,-81.456,-666,-666,70.0071,0,0,-44.088,-51.353,-95.142,-98.3616,-99.7911,-100,1,6,9,13,-98.4|-99.8|-51.4|-100|0|0|70|-44.1|-95.1,-1.36|-1.56|-0.85|-1.65|0|0|0.82|-0.72|-1.29,A375|A549|HA1E|HCC515|HEPG2|MCF7|PC3|VCAP|HT29,4|2|1|9,4|2|1|9|3|8,CPC014_A375_6H:BRD-U74615290-000-01-8:10|CPC014_A549_24H:BRD-U74615290-000-01-8:10|CPC014_A549_6H:BRD-U74615290-000-01-8:10|CPC014_HA1E_6H:BRD-U74615290-000-01-8:10|CPC014_HCC515_6H:BRD-U74615290-000-01-8:10|CPC014_HEPG2_6H:BRD-U74615290-000-01-8:10|CPC014_MCF7_24H:BRD-U74615290-000-01-8:10|CPC014_MCF7_6H:BRD-U74615290-000-01-8:10|CPC014_PC3_24H:BRD-U74615290-000-01-8:10|CPC014_PC3_6H:BRD-U74615290-000-01-8:10|CPC014_VCAP_24H:BRD-U74615290-000-01-8:10|CPC014_VCAP_6H:BRD-U74615290-000-01-8:10|CPC014_HT29_6H:BRD-U74615290-000-01-8:10
CGS001-85027,CGS001-85027,C5ORF62,C5ORF62,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-99.6227,-98.3766,-72.5945,1,1,74.8439,0,0,-42.0606,-95.0262,-99.2346,-99.6049,-99.6406,-666,1,5,8,8,-99.6|-95|-99.2|-99.6|-42.1|0|0|74.8,-1.47|-1.29|-1.5|-1.5|-0.73|0|0|0.93,A375|A549|HA1E|HEPG2|HT29|MCF7|PC3|VCAP,4|1|3|2,4|1|3|2|5|6,CGS001_A375_96H:C5ORF62:1|CGS001_A549_96H:C5ORF62:1|CGS001_HA1E_96H:C5ORF62:1.5|CGS001_HEPG2_96H:C5ORF62:1.5|CGS001_HT29_96H:C5ORF62:1|CGS001_MCF7_96H:C5ORF62:2|CGS001_PC3_96H:C5ORF62:2|CGS001_VCAP_120H:C5ORF62:5
CGS001-339327,CGS001-339327,ZNF546,ZNF546,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-99.2819,-98.7407,-91.4439,1,0,0,0,-74.0644,-79.6364,-98.0636,-98.3354,-98.6184,-99.9453,-666,0,6,8,8,0|-98.6|-99.9|-98.3|-79.6|-98.1|-74.1|0,0|-1.47|-1.64|-1.43|-1.09|-1.39|-0.94|0,A375|A549|HA1E|HCC515|HT29|MCF7|PC3|VCAP,3|2|4|6,3|2|4|6|5|7,CGS001_A375_96H:ZNF546:1|CGS001_A549_96H:ZNF546:1|CGS001_HA1E_96H:ZNF546:1.5|CGS001_HCC515_96H:ZNF546:2|CGS001_HT29_96H:ZNF546:1|CGS001_MCF7_96H:ZNF546:2|CGS001_PC3_96H:ZNF546:2|CGS001_VCAP_120H:ZNF546:5
CGS001-4205,CGS001-4205,MEF2A,MEF2A,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL,-99.7244,-99.0726,-73.5601,1,1,0,0,-45.0701,-97.3209,-99.5208,-99.6698,-99.7789,-666,-666,0,5,7,10,0|-99.8|-97.3|-99.5|0|-45.1|-99.7,0|-1.58|-1.36|-1.5|0|-0.72|-1.56,A375|A549|HA1E|HEPG2|HT29|MCF7|PC3,2|7|4|3,2|7|4|3|6|1,CGS001_A375_96H:MEF2A:1|CGS001_A549_96H:MEF2A:1|CGS001_HA1E_96H:MEF2A:1.5|CGS001_HEPG2_96H:MEF2A:1.5|CGS001_HT29_96H:MEF2A:1|CGS001_MCF7_96H:MEF2A:2|CGS001_MCF7_144H:MEF2A:2|CGS001_PC3_96H:MEF2A:2|CGS001_PC3_120H:MEF2A:2|CGS001_PC3_144H:MEF2A:2
