probe	gene
220707_s_at	FOXRED2
229731_at	FOXS1
202945_at	FPGS
205140_at	FPGT
205118_at	FPR1
210773_s_at	FPR2
214560_at	FPR3
226398_s_at	FRA10AC1
226145_s_at	FRAS1
219889_at	FRAT1
209864_at	FRAT2
228233_at	FREM1
230964_at	FREM2
243337_at	FREM3
234949_at	FRG1B
207178_s_at	FRK
220819_at	FRMD1
229893_at	FRMD3
225167_at	FRMD4A
213056_at	FRMD4B
1569470_a_at	FRMD5
225464_at	FRMD6
233106_at	FRMD6-AS1
233047_at	FRMD7
210043_at	FRMD8
224271_x_at	FRMD8P1
206774_at	FRMPD1
236688_at	FRMPD3
239290_at	FRMPD4
1570207_at	FRRS1
239097_at	FRRS1L
221308_at	FRS2
219907_at	FRS3
204072_s_at	FRY
1558793_at	FRY-AS1
1562650_at	FRYL
244419_at	FRZB
224274_at	FSCB
201564_s_at	FSCN1
207204_at	FSCN2
220379_at	FSCN3
219170_at	FSD1
223985_at	FSD1L
237222_at	FSD2
214489_at	FSHB
211201_at	FSHR
1553622_a_at	FSIP1
240028_at	FSIP2
204948_s_at	FST
230744_at	FSTL1
203592_s_at	FSTL3
1565910_at	FSTL4
232010_at	FSTL5
220604_x_at	FTCD
1556667_at	FTCDNL1
214211_at	FTH1
211628_x_at	FTH1P5
224379_at	FTHL17
212788_x_at	FTL
209702_at	FTO
213937_s_at	FTSJ1
222130_s_at	FTSJ2
218103_at	FTSJ3
242121_at	FTX
203091_at	FUBP1
239193_at	FUBP3
202838_at	FUCA1
223120_at	FUCA2
226072_at	FUK
235346_at	FUNDC1
223042_s_at	FUNDC2
230259_at	FUOM
201945_at	FURIN
217370_x_at	FUS
206109_at	FUT1
223976_at	FUT10
238551_at	FUT11
210608_s_at	FUT2
216010_x_at	FUT3
209892_at	FUT4
211225_at	FUT5
210398_x_at	FUT6
217696_at	FUT7
203988_s_at	FUT8
236835_at	FUT8-AS1
214046_at	FUT9
221187_s_at	FUZ
205565_s_at	FXN
201635_s_at	FXR1
35265_at	FXR2
205384_at	FXYD1
205674_x_at	FXYD2
202488_s_at	FXYD3
231058_at	FXYD4
224252_s_at	FXYD5
217897_at	FXYD6
220131_at	FXYD7
227266_s_at	FYB
1555523_a_at	FYCO1
210105_s_at	FYN
224641_at	FYTTD1
204451_at	FZD1
219764_at	FZD10
243351_at	FZD10-AS1
238129_s_at	FZD2
227524_at	FZD3
224337_s_at	FZD4
206136_at	FZD5
203987_at	FZD6
203706_s_at	FZD7
224325_at	FZD8
207639_at	FZD9
209414_at	FZR1
213524_s_at	G0S2
223254_s_at	G2E3
201514_s_at	G3BP1
206383_s_at	G3BP2
1555612_s_at	G6PC
221453_at	G6PC2
221759_at	G6PC3
202275_at	G6PD
202812_at	GAA
225998_at	GAB1
203853_s_at	GAB2
228410_at	GAB3
1563816_at	GAB4
200645_at	GABARAP
208869_s_at	GABARAPL1
209046_s_at	GABARAPL2
211457_at	GABARAPL3
238569_at	GABBR1
209990_s_at	GABBR2
210188_at	GABPA
206173_x_at	GABPB1
227406_at	GABPB1-AS1
228466_at	GABPB2
244118_at	GABRA1
216039_at	GABRA2
207210_at	GABRA3
208463_at	GABRA4
206456_at	GABRA5
207182_at	GABRA6
207010_at	GABRB1
207352_s_at	GABRB2
227830_at	GABRB3
208457_at	GABRD
241805_at	GABRG1
1568612_at	GABRG2
216895_at	GABRG3
205044_at	GABRP
238123_at	GABRQ
206525_at	GABRR1
208217_at	GABRR2
234410_at	GABRR3
205278_at	GAD1
211264_at	GAD2
203725_at	GADD45A
209304_x_at	GADD45B
204121_at	GADD45G
212891_s_at	GADD45GIP1
1563533_at	GADL1
1554901_at	GAFA1
1555645_at	GAFA2
1555726_at	GAFA3
208283_at	GAGE1
207663_x_at	GAGE3
202280_at	GAK
207466_at	GAL
205670_at	GAL3ST1
1553046_s_at	GAL3ST2
1553257_at	GAL3ST3
219815_at	GAL3ST4
204417_at	GALC
202528_at	GALE
204374_s_at	GALK1
205219_s_at	GALK2
235256_s_at	GALM
206335_at	GALNS
201724_s_at	GALNT1
207357_s_at	GALNT10
219013_at	GALNT11
218885_s_at	GALNT12
236536_at	GALNT13
219271_at	GALNT14
239461_at	GALNT15
230417_at	GALNT16
1554079_at	GALNT18
217788_s_at	GALNT2
203398_s_at	GALNT3
229555_at	GALNT5
228303_at	GALNT6
218313_s_at	GALNT7
220929_at	GALNT8
229451_at	GALNT9
233150_at	GALNTL5
1555273_at	GALNTL6
224242_at	GALP
220821_at	GALR1
211226_at	GALR2
33579_i_at	GALR3
203179_at	GALT
205354_at	GAMT
220124_at	GAN
211934_x_at	GANAB
236077_at	GANC
216967_at	GAP43
217398_x_at	GAPDH
207116_s_at	GAPDHS
1552386_at	GAPT
212802_s_at	GAPVD1
219110_at	GAR1
219377_at	GAREM
228028_at	GAREML
223604_at	GARNL3
208693_s_at	GARS
212378_at	GART
204456_s_at	GAS1
205848_at	GAS2
209729_at	GAS2L1
1552596_at	GAS2L2
235709_at	GAS2L3
1560402_at	GAS5
235712_at	GAS5-AS1
1598_g_at	GAS6
238127_at	GAS6-AS1
202192_s_at	GAS7
204921_at	GAS8
208138_at	GAST
1555590_a_at	GATA1
209710_at	GATA2
209603_at	GATA3
240827_at	GATA3-AS1
230855_at	GATA4
238197_at	GATA5
210002_at	GATA6
236118_at	GATA6-AS1
213018_at	GATAD1
222526_at	GATAD2A
225393_at	GATAD2B
225430_at	GATC
235426_at	GATM
1566860_at	GATM-AS1
1553971_a_at	GATS
226613_at	GATSL3
223921_s_at	GBA2
222943_at	GBA3
210589_s_at	GBAP1
201816_s_at	GBAS
203282_at	GBE1
201439_at	GBF1
231780_at	GBGT1
202269_x_at	GBP1
1570541_s_at	GBP1P1
202748_at	GBP2
223434_at	GBP3
235574_at	GBP4
238581_at	GBP5
1559606_at	GBP6
217011_at	GBX1
210560_at	GBX2
204965_at	GC
203765_at	GCA
205164_at	GCAT
218912_at	GCC1
202832_at	GCC2
208369_s_at	GCDH
216305_s_at	GCFC2
206422_at	GCG
210565_at	GCGR
204224_s_at	GCH1
204867_at	GCHFR
211167_s_at	GCK
206867_at	GCKR
202922_at	GCLC
203925_at	GCLM
206269_at	GCM1
220799_at	GCM2
216232_s_at	GCN1L1
205505_at	GCNT1
211020_at	GCNT2
219508_at	GCNT3
220831_at	GCNT4
234540_at	GCNT7
235310_at	GCSAM
1552908_at	GCSAML
232452_at	GCSAML-AS1
224209_s_at	GDA
226269_at	GDAP1
219668_at	GDAP1L1
219473_at	GDAP2
226214_at	GDE1
206159_at	GDF10
216860_s_at	GDF11
221577_x_at	GDF15
221136_at	GDF2
220053_at	GDF3
206614_at	GDF5
221314_at	GDF9
201864_at	GDI1
200009_at	GDI2
230090_at	GDNF
238681_at	GDPD1
220291_at	GDPD2
219722_s_at	GDPD3
32502_at	GDPD5
204472_at	GEM
211115_x_at	GEMIN2
205527_s_at	GEMIN4
225712_at	GEMIN5
219539_at	GEMIN6
1555751_a_at	GEMIN7
219252_s_at	GEMIN8
1557267_s_at	GEN1
224808_s_at	GET4
203539_s_at	GFAP
204660_at	GFER
206589_at	GFI1
208501_at	GFI1B
232295_at	GFM1
225392_at	GFM2
219821_s_at	GFOD1
214076_at	GFOD2
202721_s_at	GFPT1
205100_at	GFPT2
230163_at	GFRA1
205722_s_at	GFRA2
214479_at	GFRA3
234868_s_at	GFRA4
50277_at	GGA1
208915_s_at	GGA2
211815_s_at	GGA3
232422_at	GGACT
215380_s_at	GGCT
214006_s_at	GGCX
203560_at	GGH
231420_at	GGN
218079_s_at	GGNBP2
202321_at	GGPS1
233837_at	GGT1
205582_s_at	GGT5
236225_at	GGT6
226469_s_at	GGT7
228376_at	GGTA1P
211416_x_at	GGTLC1
211151_x_at	GH1
206195_x_at	GH2
227159_at	GHDC
1570125_at	GHET1
209248_at	GHITM
205498_at	GHR
214524_at	GHRH
211545_at	GHRHR
237647_at	GHRL
224554_at	GHSR
220058_at	GID4
225376_at	GID8
207033_at	GIF
228755_at	GIGYF1
212260_at	GIGYF2
1552315_at	GIMAP1
232024_at	GIMAP2
219243_at	GIMAP4
229367_s_at	GIMAP6
228071_at	GIMAP7
240646_at	GIMAP8
219467_at	GIN1
225576_at	GINM1
206102_at	GINS1
221521_s_at	GINS2
218719_s_at	GINS3
211767_at	GINS4
207899_at	GIP
207525_s_at	GIPC1
236548_at	GIPC2
236730_at	GIPC3
208105_at	GIPR
218030_at	GIT1
225558_at	GIT2
201667_at	GJA1
1553044_at	GJA10
239572_at	GJA3
204904_at	GJA4
226701_at	GJA5
208489_at	GJA8
204973_at	GJB1
223278_at	GJB2
205490_x_at	GJB3
216579_at	GJB4
206156_at	GJB5
231771_at	GJB6
208460_at	GJC1
214302_x_at	GJC2
221407_at	GJD2
230025_at	GJD3
234116_at	GJD4
217167_x_at	GK
215430_at	GK2
215966_x_at	GK3P
238121_at	GK5
229312_s_at	GKAP1
220191_at	GKN1
238222_at	GKN2
214430_at	GLA
201576_s_at	GLB1
206540_at	GLB1L
213713_s_at	GLB1L2
1562888_at	GLB1L3
225706_at	GLCCI1
213552_at	GLCE
204836_at	GLDC
230360_at	GLDN
225371_at	GLE1
225918_at	GLG1
206646_at	GLI1
207034_s_at	GLI2
227376_at	GLI3
243076_x_at	GLI4
228040_at	GLIDR
214085_x_at	GLIPR1
238296_at	GLIPR1L1
225602_at	GLIPR2
244128_x_at	GLIS1
223378_at	GLIS2
229435_at	GLIS3
1553756_at	GLIS3-AS1
207153_s_at	GLMN
200681_at	GLO1
209092_s_at	GLOD4
231052_at	GLOD5
208391_s_at	GLP1R
221312_at	GLP2R
207972_at	GLRA1
207462_at	GLRA2
210661_at	GLRA3
205280_at	GLRB
209276_s_at	GLRX
219933_at	GLRX2
209080_x_at	GLRX3
221932_s_at	GLRX5
211414_at	GLS
1564706_s_at	GLS2
229770_at	GLT1D1
218146_at	GLT8D1
221447_s_at	GLT8D2
219267_at	GLTP
220734_s_at	GLTPD1
230971_x_at	GLTPD2
219445_at	GLTSCR1
38892_at	GLTSCR1L
234918_at	GLTSCR2
200947_s_at	GLUD1
232703_at	GLUD1P7
215794_x_at	GLUD2
200648_s_at	GLUL
231683_at	GLYAT
1562089_at	GLYATL1
1554712_a_at	GLYATL2
238518_x_at	GLYCTK
222652_s_at	GLYR1
235678_at	GM2A
239355_at	GMCL1
214106_s_at	GMDS
233063_s_at	GMDS-AS1
235233_s_at	GMEB1
44146_at	GMEB2
202543_s_at	GMFB
204220_at	GMFG
218913_s_at	GMIP
208000_at	GML
1569616_at	GMNC
218350_s_at	GMNN
218070_s_at	GMPPA
204187_at	GMPR
217990_at	GMPR2
236648_at	GMPS
214679_x_at	GNA11
224681_at	GNA12
224761_at	GNA13
243580_at	GNA14
205349_at	GNA15
227692_at	GNAI1
201040_at	GNAI2
201180_s_at	GNAI3
206356_s_at	GNAL
204763_s_at	GNAO1
224863_at	GNAQ
217673_x_at	GNAS
232881_at	GNAS-AS1
207514_s_at	GNAT1
210604_at	GNAT2
216590_at	GNAT3
204993_at	GNAZ
200744_s_at	GNB1
223564_s_at	GNB1L
200852_x_at	GNB2
206047_at	GNB3
223488_s_at	GNB4
204000_at	GNB5
205042_at	GNE
204115_at	GNG11
222834_s_at	GNG12
220806_x_at	GNG13
224964_s_at	GNG2
222005_s_at	GNG3
205184_at	GNG4
207157_s_at	GNG5
206896_s_at	GNG7
234284_at	GNG8
207166_at	GNGT1
235139_at	GNGT2
228857_at	GNL1
201948_at	GNL2
228395_at	GNL3
46947_at	GNL3L
37145_at	GNLY
210328_at	GNMT
1570008_at	GNN
201956_s_at	GNPAT
202382_s_at	GNPDA1
227022_at	GNPDA2
225853_at	GNPNAT1
240106_at	GNPTAB
224887_at	GNPTG
235540_at	GNRH1
208519_x_at	GNRH2
211523_at	GNRHR
1553067_a_at	GNRHR2
212334_at	GNS
203384_s_at	GOLGA1
35436_at	GOLGA2
232611_at	GOLGA2P5
202106_at	GOLGA3
215203_at	GOLGA4
218241_at	GOLGA5
1560790_at	GOLGA6L2
217819_at	GOLGA7
228068_at	GOLGA7B
208797_s_at	GOLGA8A
1556739_at	GOLGA8I
201057_s_at	GOLGB1
238002_at	GOLIM4
1558248_at	GOLM1
217803_at	GOLPH3
218361_at	GOLPH3L
229372_at	GOLT1A
218193_s_at	GOLT1B
1555913_at	GON4L
227214_at	GOPC
226337_at	GORAB
215749_s_at	GORASP1
208842_s_at	GORASP2
213021_at	GOSR1
210009_s_at	GOSR2
208813_at	GOT1
1553879_a_at	GOT1L1
200708_at	GOT2
207389_at	GP1BA
214325_at	GP2
211525_s_at	GP5
220336_s_at	GP6
206883_x_at	GP9
205929_at	GPA33
215690_x_at	GPAA1
229078_s_at	GPALPP1
225420_at	GPAM
225476_at	GPANK1
235557_at	GPAT2
219818_s_at	GPATCH1
1559893_at	GPATCH11
243704_at	GPATCH2
229514_at	GPATCH2L
218895_at	GPATCH3
224634_at	GPATCH4
212485_at	GPATCH8
1552501_a_at	GPBAR1
224648_at	GPBP1
217877_s_at	GPBP1L1
202755_s_at	GPC1
239422_at	GPC2
243243_at	GPC3
204984_at	GPC4
207174_at	GPC5
227059_at	GPC6
224835_at	GPCPD1
1563034_at	GPD1
212510_at	GPD1L
211613_s_at	GPD2
210640_s_at	GPER1
237230_at	GPHA2
1553945_at	GPHB5
234941_s_at	GPHN
208308_s_at	GPI
238062_at	GPIHBP1
203776_at	GPKOW
206265_s_at	GPLD1
209469_at	GPM6A
209169_at	GPM6B
209313_at	GPN1
218799_at	GPN2
218461_at	GPN3
201141_at	GPNMB
214605_x_at	GPR1
1553544_at	GPR101
211977_at	GPR107
225058_at	GPR108
236489_at	GPR110
1553036_at	GPR111
1553006_at	GPR112
236608_at	GPR113
229971_at	GPR114
1553031_at	GPR115
212951_at	GPR116
1559603_at	GPR12
239221_at	GPR123
65718_at	GPR124
1555122_at	GPR125
213094_at	GPR126
1553296_at	GPR128
223887_at	GPR132
232267_at	GPR133
214503_x_at	GPR135
219430_at	GPR137
204137_at	GPR137B
242592_at	GPR137C
206696_at	GPR143
216289_at	GPR144
228770_at	GPR146
208524_at	GPR15
231349_at	GPR150
221902_at	GPR153
231166_at	GPR155
239607_at	GPR156
227970_at	GPR157
232195_at	GPR158
223423_at	GPR160
214104_at	GPR161
205056_s_at	GPR162
215225_s_at	GPR17
207651_at	GPR171
221299_at	GPR173
224285_at	GPR174
227846_at	GPR176
210279_at	GPR18
1566256_s_at	GPR180
1552440_at	GPR182
205419_at	GPR183
207183_at	GPR19
214510_at	GPR20
221294_at	GPR21
221288_at	GPR22
221363_x_at	GPR25
1553865_a_at	GPR26
221306_at	GPR27
214613_at	GPR3
208556_at	GPR31
221469_at	GPR32
223620_at	GPR34
210264_at	GPR35
214586_at	GPR37
207055_at	GPR37L1
208600_s_at	GPR39
206236_at	GPR4
211175_at	GPR45
208311_at	GPR50
221313_at	GPR52
231745_at	GPR55
212070_at	GPR56
214655_at	GPR6
224531_at	GPR61
1554559_at	GPR62
220993_s_at	GPR63
206002_at	GPR64
214467_at	GPR65
211249_at	GPR68
220481_at	GPR75
1553063_at	GPR78
244434_at	GPR82
222953_at	GPR83
223767_at	GPR84
219898_at	GPR85
219936_s_at	GPR87
220313_at	GPR88
223531_x_at	GPR89B
220404_at	GPR97
224275_at	GPR98
204793_at	GPRASP1
235563_at	GPRC5A
225511_at	GPRC5B
230907_at	GPRC5C
221297_at	GPRC5D
1552775_at	GPRC6A
227975_at	GPRIN1
1554541_a_at	GPRIN2
1556698_a_at	GPRIN3
217782_s_at	GPS1
209350_s_at	GPS2
226043_at	GPSM1
233058_at	GPSM2
214847_s_at	GPSM3
206709_x_at	GPT
224839_s_at	GPT2
200736_s_at	GPX1
239595_at	GPX2
214091_s_at	GPX3
201106_at	GPX4
214648_at	GPX5
213170_at	GPX7
227628_at	GPX8
224807_at	GRAMD1A
212906_at	GRAMD1B
219313_at	GRAMD1C
229616_s_at	GRAMD2
218706_s_at	GRAMD3
212856_at	GRAMD4
229726_at	GRAP
208406_s_at	GRAP2
1560524_at	GRAPL
228263_at	GRASP
1570186_at	GRASPOS
210999_s_at	GRB10
206204_at	GRB14
215075_s_at	GRB2
210761_s_at	GRB7
210855_at	GREB1
220340_at	GREB1L
218469_at	GREM1
220794_at	GREM2
222830_at	GRHL1
219388_at	GRHL2
232116_at	GRHL3
216308_x_at	GRHPR
211520_s_at	GRIA1
241172_at	GRIA2
208032_s_at	GRIA3
1569178_at	GRIA4
231977_at	GRID1
1557874_at	GRID1-AS1
221364_at	GRID2
214611_at	GRIK1
1554203_at	GRIK1-AS1
1560378_at	GRIK1-AS2
1560142_at	GRIK2
230593_at	GRIK3
208552_at	GRIK4
1553168_at	GRIK5
210782_x_at	GRIN1
242286_at	GRIN2A
210412_at	GRIN2B
217573_at	GRIN2C
229883_at	GRIN2D
233220_at	GRIN3A
233892_at	GRIN3B
212090_at	GRINA
235957_at	GRIP1
216481_at	GRIP2
225451_at	GRIPAP1
208041_at	GRK1
241989_at	GRK4
204396_s_at	GRK5
211543_s_at	GRK6
1552929_at	GRK7
210940_s_at	GRM1
241802_x_at	GRM2
205814_at	GRM3
210234_at	GRM4
214217_at	GRM5
208035_at	GRM6
216992_s_at	GRM8
200678_x_at	GRN
206326_at	GRP
212434_at	GRPEL1
238427_at	GRPEL2
207929_at	GRPR
201520_s_at	GRSF1
229377_at	GRTP1
221549_at	GRWD1
1560692_at	GS1-18A18.1
1559678_s_at	GS1-24F4.2
226341_at	GS1-251I9.4
230277_at	GS1-259H13.2
242226_at	GS1-279B7.1
213142_x_at	GSAP
1552338_at	GSC
221441_at	GSC2
219233_s_at	GSDMB
234305_s_at	GSDMC
218154_at	GSDMD
212056_at	GSE1
221252_s_at	GSG1
223759_s_at	GSG2
202210_x_at	GSK3A
209945_s_at	GSK3B
223239_at	GSKIP
200696_s_at	GSN
221072_at	GSN-AS1
215438_x_at	GSPT1
205541_s_at	GSPT2
225609_at	GSR
201415_at	GSS
215766_at	GSTA1
222102_at	GSTA3
202967_at	GSTA4
235387_at	GSTCD
217751_at	GSTK1
215333_x_at	GSTM1
204418_x_at	GSTM2
235867_at	GSTM3
204149_s_at	GSTM4
205752_s_at	GSTM5
1557915_s_at	GSTO1
227163_at	GSTO2
200824_at	GSTP1
203815_at	GSTT1
205439_at	GSTT2
207215_at	GSTTP1
209531_at	GSTZ1
1555676_s_at	GSX1
230338_x_at	GSX2
239390_at	GTDC1
206521_s_at	GTF2A1
1552585_s_at	GTF2A1L
230376_at	GTF2A2
208066_s_at	GTF2B
205930_at	GTF2E1
202680_at	GTF2E2
202355_s_at	GTF2F1
209595_at	GTF2F2
202451_at	GTF2H1
223758_s_at	GTF2H2
230177_at	GTF2H2B
222104_x_at	GTF2H3
203577_at	GTF2H4
213357_at	GTF2H5
210892_s_at	GTF2I
218412_s_at	GTF2IRD1
228765_at	GTF2IRD2
215569_at	GTF2IRD2B
215091_s_at	GTF3A
202320_at	GTF3C1
210620_s_at	GTF3C2
1555439_at	GTF3C3
219198_at	GTF3C4
233173_x_at	GTF3C5
225083_at	GTF3C6
219357_at	GTPBP1
234311_s_at	GTPBP10
221050_s_at	GTPBP2
1555062_s_at	GTPBP3
218238_at	GTPBP4
203314_at	GTPBP6
223486_at	GTPBP8
204315_s_at	GTSE1
1556661_at	GTSE1-AS1
227711_at	GTSF1
232821_at	GTSF1L
231700_at	GUCA1A
235528_at	GUCA1B
223928_s_at	GUCA1C
207502_at	GUCA2B
223039_at	GUCD1
206927_s_at	GUCY1A2
229530_at	GUCY1A3
220506_at	GUCY1B2
203817_at	GUCY1B3
206312_at	GUCY2C
207884_at	GUCY2D
208053_at	GUCY2F
218884_s_at	GUF1
213621_s_at	GUK1
204237_at	GULP1
202605_at	GUSB
1558640_a_at	GUSBP1
239924_at	GUSBP11
1555568_at	GUSBP2
243909_x_at	GUSBP4
240063_at	GUSBP5
1562364_at	GVINP1
1564403_at	GVQW1
232021_at	GXYLT1
235733_at	GXYLT2
211275_s_at	GYG1
210963_s_at	GYG2
227829_at	GYLTL1B
211820_x_at	GYPA
216833_x_at	GYPB
202947_s_at	GYPC
207854_at	GYPE
201673_s_at	GYS1
214621_at	GYS2
234055_s_at	GZF1
205488_at	GZMA
210164_at	GZMB
210321_at	GZMH
206666_at	GZMK
207460_at	GZMM
208886_at	H1F0
238374_at	H1FNT
1553064_at	H1FOO
204805_s_at	H1FX
1558168_at	H1FX-AS1
224301_x_at	H2AFJ
227085_at	H2AFV
205436_s_at	H2AFX
207168_s_at	H2AFY
218445_at	H2AFY2
200853_at	H2AFZ
234899_at	H2BFM
208579_x_at	H2BFS
230664_at	H2BFXP
213826_s_at	H3F3A
226160_at	H6PD
205657_at	HAAO
216878_x_at	HAB1
206010_at	HABP2
209818_s_at	HABP4
227471_at	HACE1
223211_at	HACL1
201036_s_at	HADH
208631_s_at	HADHA
201007_at	HADHB
205012_s_at	HAGH
223485_at	HAGHL
217521_at	HAL
220491_at	HAMP
220138_at	HAND1
220480_at	HAND2
236141_at	HAND2-AS1
220224_at	HAO1
220801_s_at	HAO2
238275_at	HAP1
205524_s_at	HAPLN1
220142_at	HAPLN2
227262_at	HAPLN3
235420_at	HAPLN4
1557098_s_at	HAR1A
241498_at	HARBI1
202042_at	HARS
209252_at	HARS2
207316_at	HAS1
230372_at	HAS2
223541_at	HAS3
203138_at	HAT1
225297_at	HAUS1
229208_at	HAUS2
210054_at	HAUS3
36888_at	HAUS5
222685_at	HAUS6
213334_x_at	HAUS7
226308_at	HAUS8
207052_at	HAVCR1
239386_at	HAVCR1P1
1555628_a_at	HAVCR2
201145_at	HAX1
209116_x_at	HBB
216063_at	HBBP1
206834_at	HBD
205919_at	HBE1
203821_at	HBEGF
240336_at	HBM
209102_s_at	HBP1
220807_at	HBQ1
209315_at	HBS1L
206647_at	HBZ
224131_at	HCAR1
205220_at	HCAR3
1570315_at	HCCAT5
203746_s_at	HCCS
231177_at	HCFC1
218537_at	HCFC1R1
219484_at	HCFC2
1557167_at	HCG11
225584_at	HCG18
1560767_at	HCG22
214186_s_at	HCG26
1559050_at	HCG27
206685_at	HCG4
215974_at	HCG4B
208287_at	HCG9
208018_s_at	HCK
202957_at	HCLS1
1556351_at	HCN1
207592_s_at	HCN2
228741_s_at	HCN3
206946_at	HCN4
206082_at	HCP5
1560213_at	HCP5B
216176_at	HCRP1
207642_at	HCRT
207619_at	HCRTR1
207393_at	HCRTR2
223640_at	HCST
201209_at	HDAC1
232870_at	HDAC10
227679_at	HDAC11
242141_at	HDAC2
216326_s_at	HDAC3
228813_at	HDAC4
202455_at	HDAC5
206846_s_at	HDAC6
217937_s_at	HDAC7
223908_at	HDAC8
234393_at	HDAC9
207067_s_at	HDC
203259_s_at	HDDC2
227008_at	HDDC3
200896_x_at	HDGF
232680_at	HDGFL1
223252_at	HDGFRP2
221976_s_at	HDGFRP3
203974_at	HDHD1
223155_at	HDHD2
221256_s_at	HDHD3
222916_s_at	HDLBP
1553646_at	HDX
218594_at	HEATR1
1554761_a_at	HEATR2
219289_at	HEATR3
1560727_at	HEATR4
226510_at	HEATR5A
233642_s_at	HEATR5B
65493_at	HEATR6
218450_at	HEBP1
203430_at	HEBP2
218603_at	HECA
241683_at	HECTD1
238803_at	HECTD2
218632_at	HECTD3
1561130_at	HECTD4
210331_at	HECW1
1560950_at	HECW1-IT1
232080_at	HECW2
213069_at	HEG1
226146_at	HEIH
1552788_a_at	HELB
227349_at	HELLS
1554342_s_at	HELQ
225910_at	HELZ
232787_at	HELZ2
223669_at	HEMGN
218621_at	HEMK1
225841_at	HENMT1
242601_at	HEPACAM2
203902_at	HEPH
240702_at	HERC1
222461_s_at	HERC2
215847_at	HERC2P3
232900_at	HERC2P7
206183_s_at	HERC3
208054_at	HERC4
219863_at	HERC5
219352_at	HERC6
217168_s_at	HERPUD1
1552628_a_at	HERPUD2
203394_s_at	HES1
231928_at	HES2
227347_x_at	HES4
239230_at	HES5
226446_at	HES6
224548_at	HES7
211267_at	HESX1
201765_s_at	HEXA
220718_at	HEXA-AS1
201944_at	HEXB
1555866_a_at	HEXDC
202815_s_at	HEXIM1
238547_at	HEXIM2
218839_at	HEY1
219743_at	HEY2
220662_s_at	HEYL
211330_s_at	HFE
228621_at	HFE2
1564285_at	HFM1
211111_at	HGC6.3
205221_at	HGD
210997_at	HGF
207027_at	HGFAC
232627_at	HGS
218017_s_at	HGSNAT
219687_at	HHAT
223572_at	HHATL
204689_at	HHEX
1556037_s_at	HHIP
236632_at	HHIP-AS1
1556564_at	HHIPL1
220283_at	HHIPL2
233767_at	HHLA1
234673_at	HHLA2
220387_s_at	HHLA3
225222_at	HIAT1
233954_at	HIATL1
224078_at	HIATL2
234452_at	HIBADH
213374_x_at	HIBCH
230218_at	HIC1
212964_at	HIC2
244593_at	HID1
200989_at	HIF1A
218525_s_at	HIF1AN
232669_at	HIF3A
221896_s_at	HIGD1A
219719_at	HIGD1B
209329_x_at	HIGD2A
1554452_a_at	HILPDA
231229_at	HILS1
206495_s_at	HINFP
208826_x_at	HINT1
224415_s_at	HINT2
228697_at	HINT3
226364_at	HIP1
38340_at	HIP1R
1552515_at	HIPK1
224065_at	HIPK2
226297_at	HIPK3
1553238_a_at	HIPK4
217427_s_at	HIRA
229697_at	HIRIP3
208484_at	HIST1H1A
214534_at	HIST1H1B
209398_at	HIST1H1C
214537_at	HIST1H1D
208553_at	HIST1H1E
1553568_a_at	HIST1H1T
208569_at	HIST1H2AB
215071_s_at	HIST1H2AC
239041_at	HIST1H2AK
214481_at	HIST1H2AM
241519_at	HIST1H2BA
208547_at	HIST1H2BB
236193_at	HIST1H2BC
209911_x_at	HIST1H2BD
208546_x_at	HIST1H2BH
214502_at	HIST1H2BJ
209806_at	HIST1H2BK
207611_at	HIST1H2BL
208515_at	HIST1H2BM
207226_at	HIST1H2BN
214540_at	HIST1H2BO
236278_at	HIST1H3E
206110_at	HIST1H3H
208551_at	HIST1H4G
218279_s_at	HIST2H2AA3
202708_s_at	HIST2H2BE
221582_at	HIST3H2A
208572_at	HIST3H3
1560485_at	HIVEP1
212641_at	HIVEP2
244764_at	HIVEP3
218726_at	HJURP
200697_at	HK1
202934_at	HK2
205936_s_at	HK3
227614_at	HKDC1
231836_at	HKR1
213932_x_at	HLA-A
209140_x_at	HLA-B
208812_x_at	HLA-C
217478_s_at	HLA-DMA
203932_at	HLA-DMB
216946_at	HLA-DOA
205671_s_at	HLA-DOB
213537_at	HLA-DPA1
244485_at	HLA-DPB1
239975_at	HLA-DPB2
203290_at	HLA-DQA1
211654_x_at	HLA-DQB1
215536_at	HLA-DQB2
210982_s_at	HLA-DRA
215666_at	HLA-DRB4
217323_at	HLA-DRB6
200904_at	HLA-E
221875_x_at	HLA-F
222279_at	HLA-F-AS1
211529_x_at	HLA-G
217436_x_at	HLA-J
207833_s_at	HLCS
204753_s_at	HLF
202983_at	HLTF
214438_at	HLX
232209_x_at	HM13
219269_at	HMBOX1
203040_s_at	HMBS
201677_at	HMCES
235944_at	HMCN1
235932_x_at	HMCN2
218152_at	HMG20A
209113_s_at	HMG20B
210457_x_at	HMGA1
1567224_at	HMGA2
200680_x_at	HMGB1
208808_s_at	HMGB2
203744_at	HMGB3
216548_x_at	HMGB3P1
230473_s_at	HMGB4
202772_at	HMGCL
232305_at	HMGCLL1
202540_s_at	HMGCR
205822_s_at	HMGCS1
240110_at	HMGCS2
200944_s_at	HMGN1
208668_x_at	HMGN2
242649_x_at	HMGN2P46
209377_s_at	HMGN3
1559404_a_at	HMGN3-AS1
209787_s_at	HMGN4
221606_s_at	HMGN5
34221_at	HMGXB3
212597_s_at	HMGXB4
212873_at	HMHA1
208302_at	HMHB1
