probe	gene
231427_at	LOC284648
1560934_at	LOC284669
237670_at	LOC284801
1563088_a_at	LOC284837
1564109_at	LOC284865
1556316_s_at	LOC284889
1562030_at	LOC284898
1556064_at	LOC284926
240754_at	LOC284933
240428_at	LOC285000
1559605_a_at	LOC285043
230588_s_at	LOC285074
238196_at	LOC285095
236166_at	LOC285147
230057_at	LOC285178
1561334_at	LOC285181
1563691_at	LOC285300
1563685_at	LOC285422
1558451_at	LOC285500
236523_at	LOC285556
1560260_at	LOC285593
1563489_at	LOC285638
1568739_at	LOC285692
1557618_at	LOC285768
1563662_at	LOC285778
230179_at	LOC285812
1562388_at	LOC285819
230937_at	LOC285835
1564125_at	LOC285857
243601_at	LOC285957
1562664_at	LOC286009
241370_at	LOC286052
1562247_at	LOC286058
1561988_at	LOC286068
231032_at	LOC286071
1561257_at	LOC286083
1556842_at	LOC286087
1561671_at	LOC286121
1556755_s_at	LOC286149
1559030_a_at	LOC286154
228615_at	LOC286161
1556573_s_at	LOC286178
1556421_at	LOC286189
1559264_at	LOC286190
1559765_a_at	LOC286254
232182_at	LOC286272
1563606_a_at	LOC286359
229015_at	LOC286367
240545_at	LOC286382
239762_at	LOC286437
230930_at	LOC338620
241828_x_at	LOC339240
1561277_at	LOC339298
1562496_at	LOC339539
1564049_at	LOC339593
1561290_at	LOC339622
1562264_at	LOC339685
227940_at	LOC339803
1557534_at	LOC339862
1562638_at	LOC339874
1562540_at	LOC339978
1562617_at	LOC340074
232455_x_at	LOC340085
1562492_at	LOC340090
244120_at	LOC340178
1563589_at	LOC340184
1561254_at	LOC340340
241418_at	LOC344887
240572_s_at	LOC374443
1556405_s_at	LOC374890
1556244_s_at	LOC375196
1563117_at	LOC388456
235185_s_at	LOC388692
236674_at	LOC388780
1561537_at	LOC388906
1554809_at	LOC389199
237450_at	LOC389332
244886_at	LOC389641
230815_at	LOC389765
227835_at	LOC389831
241624_at	LOC389834
240312_at	LOC389895
1569629_x_at	LOC389906
239993_at	LOC390705
214035_x_at	LOC399491
244252_at	LOC399884
237478_at	LOC399900
226582_at	LOC400043
1562568_at	LOC400541
1562659_at	LOC400548
1560513_at	LOC400568
241910_x_at	LOC400590
1556435_at	LOC400622
1561514_at	LOC400655
1555798_at	LOC400692
1564401_at	LOC400748
239337_at	LOC400768
1569213_at	LOC400891
1565685_at	LOC400940
1563860_at	LOC400965
1557754_at	LOC401068
1556609_at	LOC401098
1562645_at	LOC401176
1559760_at	LOC401220
1558458_at	LOC401320
1563586_at	LOC401324
1568827_at	LOC401442
1563927_a_at	LOC401463
1563221_at	LOC414300
1558345_a_at	LOC439911
244424_at	LOC439938
1555209_at	LOC439951
236366_at	LOC440149
229761_at	LOC440173
223911_at	LOC440330
1569823_at	LOC440346
242884_at	LOC440570
1561335_at	LOC440602
215682_at	LOC440792
1569034_a_at	LOC440864
230844_at	LOC440934
232443_at	LOC441052
1562920_at	LOC441086
227922_x_at	LOC441124
1559620_at	LOC441167
1563894_at	LOC441178
239665_at	LOC441179
240194_at	LOC441204
236929_at	LOC441242
220436_at	LOC441402
239321_at	LOC441454
1564232_at	LOC441528
214381_at	LOC441601
216469_at	LOC441666
1561197_at	LOC442028
238788_at	LOC494150
1560380_at	LOC497256
243977_at	LOC541472
1554318_at	LOC541473
225029_at	LOC550643
241899_at	LOC553103
1554949_at	LOC554174
1554185_at	LOC554206
1555244_at	LOC554207
220893_at	LOC57399
238449_at	LOC595101
233942_at	LOC613126
1559459_at	LOC613266
1570023_at	LOC641515
242770_at	LOC642236
228839_s_at	LOC642361
220730_at	LOC642533
1564548_at	LOC642620
233551_at	LOC642776
228908_s_at	LOC642852
243129_at	LOC642980
228412_at	LOC643072
229224_x_at	LOC643085
1568794_at	LOC643355
1564758_at	LOC643659
1570009_at	LOC643711
240890_at	LOC643733
1562749_at	LOC644090
1566145_s_at	LOC644450
229870_at	LOC644656
235884_at	LOC644794
1554307_at	LOC644852
1560895_at	LOC645188
1555400_at	LOC645261
236643_s_at	LOC645321
1560251_at	LOC645485
1561760_s_at	LOC645513
229566_at	LOC645638
1560007_at	LOC645984
238715_at	LOC646014
244268_x_at	LOC646214
1569517_at	LOC646482
244649_at	LOC646484
1563013_at	LOC646522
236977_at	LOC646588
1570289_at	LOC646736
1568597_at	LOC646762
242489_at	LOC646778
237116_at	LOC646903
215467_x_at	LOC647070
1561252_at	LOC648691
227901_at	LOC648987
1553130_at	LOC652276
1556730_at	LOC652993
1554391_at	LOC653581
214110_s_at	LOC654342
1562428_at	LOC654780
1569453_a_at	LOC692247
231247_s_at	LOC727820
1559322_at	LOC727916
231256_at	LOC727944
239444_at	LOC728024
233599_at	LOC728061
1564559_at	LOC728073
213605_s_at	LOC728093
1561221_x_at	LOC728099
1569842_at	LOC728114
1568906_at	LOC728196
1559926_at	LOC728353
218380_at	LOC728392
1561579_at	LOC728445
242070_at	LOC728485
234133_s_at	LOC728543
1569110_x_at	LOC728613
1563978_at	LOC728690
230579_at	LOC728705
235499_at	LOC728743
238039_at	LOC728769
1561472_at	LOC728805
241710_at	LOC728819
1559586_at	LOC728868
1563053_at	LOC729083
220823_at	LOC729164
1564229_at	LOC729173
1570572_at	LOC729291
1569811_at	LOC729307
1566524_a_at	LOC729324
1561061_at	LOC729506
1563637_at	LOC729652
228977_at	LOC729680
236614_at	LOC729683
1564426_x_at	LOC729732
1564235_at	LOC729866
1560068_a_at	LOC729870
230591_at	LOC729887
230327_at	LOC730098
213248_at	LOC730101
241607_at	LOC730102
1561571_at	LOC730139
1558128_at	LOC730202
239094_at	LOC730961
233163_at	LOC731157
241533_at	LOC731656
1569297_at	LOC731779
231354_at	LOC780529
220849_at	LOC79999
223327_x_at	LOC80154
208107_s_at	LOC81691
233835_at	LOC90246
233321_x_at	LOC90834
233418_at	LOC91450
212957_s_at	LOC92249
216666_at	LOC93432
234956_at	LOC93444
225391_at	LOC93622
227723_at	LOH12CR1
236311_at	LOH12CR2
209017_s_at	LONP1
223099_s_at	LONP2
215322_at	LONRF1
225996_at	LONRF2
220009_at	LONRF3
207720_at	LOR
215446_s_at	LOX
241117_at	LOXHD1
203570_at	LOXL1
232752_at	LOXL1-AS1
202998_s_at	LOXL2
228253_at	LOXL3
227145_at	LOXL4
207584_at	LPA
210909_x_at	LPAL2
204037_at	LPAR1
206722_s_at	LPAR2
231192_at	LPAR3
206960_at	LPAR4
230252_at	LPAR5
218589_at	LPAR6
201818_at	LPCAT1
239598_s_at	LPCAT2
202793_at	LPCAT3
239609_s_at	LPCAT4
227476_at	LPGAT1
47560_at	LPHN1
1569850_at	LPHN2
209866_s_at	LPHN3
212276_at	LPIN1
202459_s_at	LPIN2
232966_at	LPIN3
203548_s_at	LPL
210682_at	LPO
202821_s_at	LPP
1556827_at	LPP-AS2
1570250_at	LPPR1
218509_at	LPPR2
220798_x_at	LPPR3
213496_at	LPPR4
242825_at	LPPR5
242778_at	LPXN
220317_at	LRAT
212692_s_at	LRBA
226795_at	LRCH1
227688_at	LRCH2
1559490_at	LRCH3
90610_at	LRCH4
232486_at	LRFN1
232697_at	LRFN2
219346_at	LRFN3
219491_at	LRFN4
240334_at	LRFN5
228648_at	LRG1
244710_at	LRGUK
220235_s_at	LRIF1
238339_x_at	LRIG1
242164_s_at	LRIG2
226908_at	LRIG3
211353_at	LRIT1
35974_at	LRMP
200785_s_at	LRP1
227252_at	LRP10
225060_at	LRP11
219631_at	LRP12
219643_at	LRP1B
230863_at	LRP2
207797_s_at	LRP2BP
228525_at	LRP3
212850_s_at	LRP4
229591_at	LRP5
214873_at	LRP5L
225745_at	LRP6
208433_s_at	LRP8
235505_s_at	LRPAP1
1557360_at	LRPPRC
235113_at	LRR1
218816_at	LRRC1
236666_s_at	LRRC10B
32062_at	LRRC14
1552960_at	LRRC15
219573_at	LRRC16A
229561_at	LRRC16B
205381_at	LRRC17
1554331_a_at	LRRC18
220376_at	LRRC19
231781_s_at	LRRC2
236731_at	LRRC2-AS1
218550_s_at	LRRC20
206076_at	LRRC23
1559502_s_at	LRRC25
228886_at	LRRC27
238897_at	LRRC28
232545_at	LRRC29
221017_s_at	LRRC3
220622_at	LRRC31
203835_at	LRRC32
236918_s_at	LRRC34
220003_at	LRRC36
224686_x_at	LRRC37A2
229962_at	LRRC37A3
220220_at	LRRC37A4P
1569839_s_at	LRRC37A5P
216149_at	LRRC37BP1
1558375_at	LRRC38
227532_at	LRRC39
229085_at	LRRC3B
232536_at	LRRC3DN
223552_at	LRRC4
215063_x_at	LRRC40
201932_at	LRRC41
215084_s_at	LRRC42
1553729_s_at	LRRC43
226253_at	LRRC45
230600_at	LRRC46
212904_at	LRRC47
208140_s_at	LRRC48
219338_s_at	LRRC49
239320_at	LRRC4B
241585_at	LRRC4C
1556484_at	LRRC52
232856_at	LRRC55
232554_at	LRRC56
229232_at	LRRC57
238506_at	LRRC58
222231_s_at	LRRC59
206483_at	LRRC6
218907_s_at	LRRC61
1569124_at	LRRC63
1568634_a_at	LRRC66
238214_at	LRRC69
239767_at	LRRC7
237251_at	LRRC71
244079_at	LRRC72
235935_at	LRRC73
234453_s_at	LRRC74
229889_at	LRRC75A
228064_at	LRRC75B
224624_at	LRRC8A
212978_at	LRRC8B
223533_at	LRRC8C
218684_at	LRRC8D
220174_at	LRRC8E
231872_at	LRRCC1
1569783_at	LRRD1
201861_s_at	LRRFIP1
220610_s_at	LRRFIP2
223817_at	LRRIQ1
235498_at	LRRIQ3
219441_s_at	LRRK1
229584_at	LRRK2
226884_at	LRRN1
216167_at	LRRN2
209840_s_at	LRRN3
1553171_x_at	LRRN4
1556427_s_at	LRRN4CL
238815_at	LRRTM1
206408_at	LRRTM2
220345_at	LRRTM4
235449_at	LRSAM1
91580_at	LRTM1
1558530_at	LRTM2
226717_at	LRTOMT
214460_at	LSAMP
221536_s_at	LSG1
203534_at	LSM1
225593_at	LSM10
241599_at	LSM11
212529_at	LSM12
212131_at	LSM14A
231200_at	LSM14B
209449_at	LSM2
202209_at	LSM3
202736_s_at	LSM4
202903_at	LSM5
205036_at	LSM6
204559_s_at	LSM7
228529_at	LSM8
239203_at	LSMEM1
237024_at	LSMEM2
203523_at	LSP1
208190_s_at	LSR
202245_at	LSS
214574_x_at	LST1
206975_at	LTA
208771_s_at	LTA4H
207339_s_at	LTB
236172_at	LTB4R
220130_x_at	LTB4R2
202729_s_at	LTBP1
204682_at	LTBP2
219922_s_at	LTBP3
210628_x_at	LTBP4
203005_at	LTBR
206480_at	LTC4S
202018_s_at	LTF
207106_s_at	LTK
233819_s_at	LTN1
225748_at	LTV1
220143_x_at	LUC7L
226758_at	LUC7L2
229193_at	LUC7L3
201744_s_at	LUM
235214_at	LURAP1
227443_at	LURAP1L
221832_s_at	LUZP1
215323_at	LUZP2
220665_at	LUZP4
218729_at	LXN
206276_at	LY6D
202145_at	LY6E
219860_at	LY6G5C
207114_at	LY6G6C
207457_s_at	LY6G6D
221338_at	LY6G6E
206773_at	LY6H
223687_s_at	LY6K
205668_at	LY75
205859_at	LY86
1553428_at	LY86-AS1
231124_x_at	LY9
206584_at	LY96
223414_s_at	LYAR
236706_at	LYG1
1554398_at	LYG2
210044_s_at	LYL1
210754_s_at	LYN
1554179_s_at	LYNX1
212909_at	LYPD1
204952_at	LYPD3
231266_at	LYPD4
236039_at	LYPD5
227764_at	LYPD6
228360_at	LYPD6B
238143_at	LYPD8
203007_x_at	LYPLA1
202292_x_at	LYPLA2
230174_at	LYPLAL1
203897_at	LYRM1
227712_at	LYRM2
222672_at	LYRM4
231640_at	LYRM5
228841_at	LYRM7
1560703_at	LYRM9
232283_at	LYSMD1
226748_at	LYSMD2
226321_at	LYSMD3
228954_at	LYSMD4
203518_at	LYST
220037_s_at	LYVE1
213975_s_at	LYZ
233973_at	LYZL1
231306_at	LYZL4
207343_at	LYZL6
226087_at	LZIC
218437_s_at	LZTFL1
203412_at	LZTR1
1569159_at	LZTS1
1559880_at	LZTS1-AS1
232129_s_at	LZTS2
204447_at	LZTS3
234325_at	M1AP
200901_s_at	M6PR
1556487_a_at	MAATS1
206163_at	MAB21L1
210302_s_at	MAB21L2
1553333_at	MAB21L3
1559361_at	MACC1
208634_s_at	MACF1
219188_s_at	MACROD1
1561677_at	MACROD2
1562943_at	MACROD2-AS1
204857_at	MAD1L1
203362_s_at	MAD2L1
203094_at	MAD2L1BP
223234_at	MAD2L2
208037_s_at	MADCAM1
210252_s_at	MADD
207922_s_at	MAEA
229475_at	MAEL
209348_s_at	MAF
222998_at	MAF1
218559_s_at	MAFB
205193_at	MAFF
204970_s_at	MAFG
1559352_a_at	MAFG-AS1
206750_at	MAFK
217447_at	MAG
207325_x_at	MAGEA1
210295_at	MAGEA10
210503_at	MAGEA11
210467_x_at	MAGEA12
209942_x_at	MAGEA3
214254_at	MAGEA4
214612_x_at	MAGEA6
210274_at	MAGEA8
207534_at	MAGEB1
1552913_at	MAGEB18
206218_at	MAGEB2
207579_at	MAGEB3
207580_at	MAGEB4
1552858_at	MAGEB6
206609_at	MAGEC1
220062_s_at	MAGEC2
216592_at	MAGEC3
209014_at	MAGED1
213627_at	MAGED2
229286_at	MAGEE1
1553254_at	MAGEE2
218176_at	MAGEF1
218573_at	MAGEH1
219894_at	MAGEL2
225465_at	MAGI1
1561301_at	MAGI1-IT1
237786_at	MAGI2
241146_at	MAGI2-AS2
235267_at	MAGI2-AS3
1560526_at	MAGI2-IT1
230409_at	MAGI3
1563318_s_at	MAGIX
210092_at	MAGOH
217692_at	MAGOH2
218894_s_at	MAGOHB
224899_s_at	MAGT1
220302_at	MAK
211686_s_at	MAK16
204777_s_at	MAL
224650_at	MAL2
224558_s_at	MALAT1
209373_at	MALL
242660_at	MALRD1
244641_at	MALSU1
210018_x_at	MALT1
228885_at	MAMDC2
1559656_a_at	MAMDC2-AS1
229473_at	MAMDC4
202360_at	MAML1
235457_at	MAML2
242794_at	MAML3
205088_at	MAMLD1
1557091_at	MAMSTR
208116_s_at	MAN1A1
217922_at	MAN1A2
65884_at	MAN1B1
232420_x_at	MAN1B1-AS1
218918_at	MAN1C1
205105_at	MAN2A1
219999_at	MAN2A2
209166_s_at	MAN2B1
214703_s_at	MAN2B2
238089_at	MAN2C1
203778_at	MANBA
224689_at	MANBAL
1555227_a_at	MANEA
226132_s_at	MANEAL
202655_at	MANF
220945_x_at	MANSC1
212741_at	MAOA
1561009_at	MAOB
232039_at	MAP10
203151_at	MAP1A
226084_at	MAP1B
227219_x_at	MAP1LC3A
208786_s_at	MAP1LC3B
234238_at	MAP1LC3B2
221697_at	MAP1LC3C
218522_s_at	MAP1S
225540_at	MAP2
202670_at	MAP2K1
213490_s_at	MAP2K2
203265_s_at	MAP2K4
210482_x_at	MAP2K5
205698_s_at	MAP2K6
209951_s_at	MAP2K7
225927_at	MAP3K1
206362_x_at	MAP3K10
203652_at	MAP3K11
205447_s_at	MAP3K12
206249_at	MAP3K13
205192_at	MAP3K14
1557783_at	MAP3K14-AS1
1555804_a_at	MAP3K19
226979_at	MAP3K2
243505_at	MAP3K3
204089_x_at	MAP3K4
203837_at	MAP3K5
219278_at	MAP3K6
206853_s_at	MAP3K7
221211_s_at	MAP3K7CL
235421_at	MAP3K8
213927_at	MAP3K9
212566_at	MAP4
206296_x_at	MAP4K1
204936_at	MAP4K2
218311_at	MAP4K3
218181_s_at	MAP4K4
211081_s_at	MAP4K5
235672_at	MAP6
221713_s_at	MAP6D1
215471_s_at	MAP7
217943_s_at	MAP7D1
228262_at	MAP7D2
219626_at	MAP7D3
235550_at	MAP9
229847_at	MAPK1
204813_at	MAPK10
211499_s_at	MAPK11
206106_at	MAPK12
210059_s_at	MAPK13
210449_x_at	MAPK14
241357_at	MAPK15
212643_at	MAPK1IP1L
212046_x_at	MAPK3
204707_s_at	MAPK4
207121_s_at	MAPK6
35617_at	MAPK7
229664_at	MAPK8
213014_at	MAPK8IP1
205050_s_at	MAPK8IP2
213178_s_at	MAPK8IP3
203218_at	MAPK9
229845_at	MAPKAP1
201461_s_at	MAPKAPK2
202788_at	MAPKAPK3
212871_at	MAPKAPK5
64432_at	MAPKAPK5-AS1
213394_at	MAPKBP1
200713_s_at	MAPRE1
202501_at	MAPRE2
214270_s_at	MAPRE3
203930_s_at	MAPT
236790_s_at	MAPT-AS1
218865_at	MARC1
219527_at	MARC2
235385_at	MARCH1
237724_at	MARCH10
239359_at	MARCH11
210075_at	MARCH2
213256_at	MARCH3
230112_at	MARCH4
226394_at	MARCH5
212498_at	MARCH6
202653_s_at	MARCH7
221824_s_at	MARCH8
230001_at	MARCH9
225897_at	MARCKS
200644_at	MARCKSL1
205819_at	MARCO
221047_s_at	MARK1
211082_x_at	MARK2
202568_s_at	MARK3
55065_at	MARK4
201475_x_at	MARS
243529_at	MARS2
223095_at	MARVELD1
235955_at	MARVELD2
239350_at	MARVELD3
208210_at	MAS1
234820_at	MAS1L
210680_s_at	MASP1
216968_at	MASP2
217231_s_at	MAST1
215903_s_at	MAST2
213045_at	MAST3
225611_at	MAST4
228468_at	MASTL
205813_s_at	MAT1A
200769_s_at	MAT2A
217993_s_at	MAT2B
206267_s_at	MATK
206905_s_at	MATN1
1557557_at	MATN1-AS1
206091_at	MATN3
207123_s_at	MATN4
242260_at	MATR3
216927_at	MAU2
229741_at	MAVS
209332_s_at	MAX
207824_s_at	MAZ
204179_at	MB
1559051_s_at	MB21D1
227599_at	MB21D2
241813_at	MBD1
214396_s_at	MBD2
222183_x_at	MBD3
1552458_at	MBD3L1
1552456_a_at	MBD3L2
214047_s_at	MBD4
227839_at	MBD5
227832_at	MBD6
218411_s_at	MBIP
207256_at	MBL2
1554170_a_at	MBLAC1
1554619_at	MBLAC2
201152_s_at	MBNL1
232298_at	MBNL1-AS1
203640_at	MBNL2
229498_at	MBNL3
227379_at	MBOAT1
226726_at	MBOAT2
211037_s_at	MBOAT7
1554544_a_at	MBP
207115_x_at	MBTD1
201620_at	MBTPS1
206473_at	MBTPS2
205458_at	MC1R
217425_at	MC2R
221442_at	MC3R
221467_at	MC4R
208565_at	MC5R
210869_s_at	MCAM
213132_s_at	MCAT
206132_at	MCC
218440_at	MCCC1
209624_s_at	MCCC2
226238_at	MCEE
217004_s_at	MCF2
220464_at	MCF2L
220354_at	MCF2L-AS1
215112_x_at	MCF2L2
212246_at	MCFD2
221354_s_at	MCHR1
224408_at	MCHR2
1561437_at	MCHR2-AS1
200797_s_at	MCL1
223570_at	MCM10
202107_s_at	MCM2
201555_at	MCM3
214514_at	MCM3AP
220459_at	MCM3AP-AS1
212141_at	MCM4
201755_at	MCM5
201930_at	MCM6
210983_s_at	MCM7
224320_s_at	MCM8
219673_at	MCM9
222464_s_at	MCMBP
1569677_a_at	MCMDC2
219952_s_at	MCOLN1
230110_at	MCOLN2
242308_at	MCOLN3
228778_at	MCPH1
202556_s_at	MCRS1
220122_at	MCTP1
1554833_at	MCTP2
218163_at	MCTS1
225320_at	MCU
220094_s_at	MCUR1
203062_s_at	MDC1
205375_at	MDFI
239172_x_at	MDFIC
242757_at	MDGA1
1570114_at	MDGA2
200978_at	MDH1
1558077_s_at	MDH1B
213333_at	MDH2
209035_at	MDK
220397_at	MDM1
217542_at	MDM2
241876_at	MDM4
212693_at	MDN1
1553508_at	MDS2
204059_s_at	ME1
210154_at	ME2
204663_at	ME3
218061_at	MEA1
230293_at	MEAF6
208434_at	MECOM
241924_at	MECP2
218664_at	MECR
203496_s_at	MED1
223247_at	MED10
226958_s_at	MED11
211342_x_at	MED12
1555300_a_at	MED12L
223780_s_at	MED13
216109_at	MED13L
202610_s_at	MED14
222175_s_at	MED15
1561433_at	MED15P9
221544_s_at	MED16
221517_s_at	MED17
226293_at	MED19
206961_s_at	MED20
209363_s_at	MED21
206593_s_at	MED22
242707_at	MED23
213043_s_at	MED24
1553993_s_at	MED25
231724_at	MED26
221598_s_at	MED27
222635_s_at	MED28
225708_at	MED29
230555_s_at	MED30
222867_s_at	MED31
222438_at	MED4
210104_at	MED6
231272_at	MED7
213696_s_at	MED8
218372_at	MED9
1565765_x_at	MEDAG
242176_at	MEF2A
209926_at	MEF2BNB
209199_s_at	MEF2C
233522_at	MEF2C-AS1
225641_at	MEF2D
208262_x_at	MEFV
226211_at	MEG3
240083_at	MEG8
228632_at	MEG9
236517_at	MEGF10
1552439_s_at	MEGF11
226869_at	MEGF6
227327_at	MEGF8
212830_at	MEGF9
1564621_a_at	MEI1
238158_at	MEIG1
204069_at	MEIS1
207480_s_at	MEIS2
1569402_at	MEIS3
214077_x_at	MEIS3P1
204825_at	MELK
202645_s_at	MEN1
205619_s_at	MEOX1
206201_s_at	MEOX2
206000_at	MEP1A
207251_at	MEP1B
219798_s_at	MEPCE
221150_at	MEPE
206028_s_at	MERTK
223264_at	MESDC1
224679_at	MESDC2
229195_at	MESP1
1556014_at	MESP2
202016_at	MEST
203510_at	MET
212673_at	METAP1
227805_at	METAP1D
227993_at	METAP2
232269_x_at	METRN
225955_at	METRNL
204027_s_at	METTL1
226634_at	METTL10
212407_at	METTL13
227601_at	METTL14
1565900_at	METTL15
226744_at	METTL16
223528_s_at	METTL17
213528_at	METTL18
1563475_s_at	METTL20
235931_at	METTL21A
213861_s_at	METTL21B
230331_at	METTL21C
1560646_at	METTL21EP
218945_at	METTL22
225808_at	METTL23
229018_at	METTL25
222276_at	METTL2B
209265_s_at	METTL3
232194_at	METTL4
220839_at	METTL5
232102_at	METTL6
207761_s_at	METTL7A
227055_at	METTL7B
220007_at	METTL8
222447_at	METTL9
226346_at	MEX3A
223627_at	MEX3B
227275_at	MEX3C
91816_f_at	MEX3D
203406_at	MFAP1
203417_at	MFAP2
1552312_a_at	MFAP3
205442_at	MFAP3L
212713_at	MFAP4
209758_s_at	MFAP5
219137_s_at	MFF
210605_s_at	MFGE8
225478_at	MFHAS1
235911_at	MFI2
242087_x_at	MFI2-AS1
217043_s_at	MFN1
216205_s_at	MFN2
204153_s_at	MFNG
218109_s_at	MFSD1
209215_at	MFSD10
223242_s_at	MFSD11
226516_at	MFSD12
225316_at	MFSD2A
227296_at	MFSD3
229254_at	MFSD4
212861_at	MFSD5
225325_at	MFSD6
1552432_at	MFSD6L
214269_at	MFSD7
243407_at	MFSD8
224483_s_at	MFSD9
235409_at	MGA
206522_at	MGAM
223734_at	MGARP
201126_s_at	MGAT1
211061_s_at	MGAT2
209764_at	MGAT3
219797_at	MGAT4A
220189_s_at	MGAT4B
207447_s_at	MGAT4C
212098_at	MGAT5
1563137_at	MGAT5B
224134_at	MGC10814
211386_at	MGC12488
224508_at	MGC12916
211775_x_at	MGC13053
1553623_at	MGC15705
1569393_at	MGC15885
1553747_at	MGC16025
1553881_at	MGC16142
1558167_a_at	MGC16275
1554305_at	MGC20647
232568_at	MGC24103
231844_at	MGC27345
1570235_at	MGC27382
211718_at	MGC2889
1554781_at	MGC32805
1552900_a_at	MGC34034
240692_at	MGC34796
1555002_at	MGC39545
242822_at	MGC39584
243602_at	MGC40069
1552987_a_at	MGC42157
220698_at	MGC4294
232446_at	MGC45800
1554222_at	MGC45922
207775_at	MGC4859
1554683_a_at	MGC50722
1559171_at	MGC57346
242136_x_at	MGC70870
200899_s_at	MGEA5
211026_s_at	MGLL
225890_at	MGME1
204880_at	MGMT
202291_s_at	MGP
212576_at	MGRN1
240688_at	MGST1
204168_at	MGST2
201403_s_at	MGST3
206560_s_at	MIA
221177_at	MIA2
1560148_at	MIA3
227168_at	MIAT
224726_at	MIB1
226644_at	MIB2
205904_at	MICA
218376_s_at	MICAL1
212473_s_at	MICAL2
212715_s_at	MICAL3
243611_at	MICALCL
55081_at	MICALL1
1555862_s_at	MICALL2
206247_at	MICB
216903_s_at	MICU1
212410_at	MICU2
238458_at	MICU3
210694_s_at	MID1
218251_at	MID1IP1
209733_at	MID2
231072_at	MIDN
221516_s_at	MIEF1
235896_s_at	MIEF2
224447_s_at	MIEN1
1555105_a_at	MIER1
221862_at	MIER2
1553336_a_at	MIER3
217871_s_at	MIF
231727_s_at	MIF4GD
218551_at	MIIP
217513_at	MILR1
1554774_at	MINA
214246_x_at	MINK1
224867_at	MINOS1
215318_at	MINOS1P1
209585_s_at	MINPP1
206860_s_at	MIOS
224179_s_at	MIOX
220863_at	MIP
36830_at	MIPEP
240436_at	MIPEPP3
1569494_at	MIPOL1
225381_at	MIR100HG
232979_at	MIR10A
230805_at	MIR142
231987_at	MIR143HG
238225_at	MIR146A
233636_at	MIR17HG
232478_at	MIR181A2HG
226755_at	MIR205HG
230710_at	MIR210HG
1554097_a_at	MIR31HG
229926_at	MIR3682
1561963_at	MIR4296
1562383_at	MIR4313
232918_at	MIR4435-1HG
229347_at	MIR4458HG
232848_at	MIR4500HG
232123_at	MIR4697HG
228567_at	MIR4720
228235_at	MIR503HG
238213_at	MIR5188
216808_at	MIR622
244136_at	MIR670HG
223913_s_at	MIR7-3HG
232480_at	MIRLET7BHG
227793_at	MIRLET7D
1559129_a_at	MIRLET7DHG
221559_s_at	MIS12
229671_s_at	MIS18A
244173_at	MIS18BP1
212925_at	MISP
226329_s_at	MITD1
207233_s_at	MITF
231746_at	MIXL1
212022_s_at	MKI67
222530_s_at	MKKS
212748_at	MKL1
218259_at	MKL2
204423_at	MKLN1
209467_s_at	MKNK1
240810_at	MKNK1-AS1
218205_s_at	MKNK2
201285_at	MKRN1
222510_s_at	MKRN2
206585_at	MKRN3
217115_at	MKRN7P
218630_at	MKS1
241902_at	MKX
206427_s_at	MLANA
213395_at	MLC1
200616_s_at	MLEC
204784_s_at	MLF1
200948_at	MLF2
202520_s_at	MLH1
214525_x_at	MLH3
235377_at	MLIP
1558653_at	MLK7-AS1
238025_at	MLKL
224993_at	MLLT1
230122_at	MLLT10
216828_at	MLLT10P1
211071_s_at	MLLT11
204918_s_at	MLLT3
224685_at	MLLT4
210409_at	MLLT4-AS1
224784_at	MLLT6
207473_at	MLN
221365_at	MLNR
218211_s_at	MLPH
220587_s_at	MLST8
217909_s_at	MLX
202519_at	MLXIP
221163_s_at	MLXIPL
218869_at	MLYCD
242702_at	MMAA
238975_at	MMAB
211774_s_at	MMACHC
217883_at	MMADHC
203414_at	MMD
1569998_at	MMD2
203435_s_at	MME
1552930_at	MMEL1
225125_at	MMGT1
204475_at	MMP1
205680_at	MMP10
203877_at	MMP11
204580_at	MMP12
205959_at	MMP13
202827_s_at	MMP14
203365_s_at	MMP15
207012_at	MMP16
206234_s_at	MMP17
204575_s_at	MMP19
1566677_at	MMP2
207599_at	MMP20
1552592_at	MMP21
208387_s_at	MMP24
225860_at	MMP24-AS1
207890_s_at	MMP25
220541_at	MMP26
220783_at	MMP27
219909_at	MMP28
205828_at	MMP3
204259_at	MMP7
231688_at	MMP8
203936_s_at	MMP9
205612_at	MMRN1
236262_at	MMRN2
202167_s_at	MMS19
205330_at	MN1
203565_s_at	MNAT1
223700_at	MND1
204959_at	MNDA
219703_at	MNS1
204206_at	MNT
214614_at	MNX1
236967_at	MNX1-AS1
212508_at	MOAP1
201298_s_at	MOB1A
225997_at	MOB1B
223353_at	MOB2
225530_at	MOB3A
226844_at	MOB3B
243052_at	MOB3C
202919_at	MOB4
207659_s_at	MOBP
219959_at	MOCOS
213181_s_at	MOCS1
236208_at	MOCS2
206141_at	MOCS3
205989_s_at	MOG
1553062_at	MOGAT1
232428_at	MOGAT2
234850_at	MOGAT3
210627_s_at	MOGS
205130_at	MOK
224500_s_at	MON1A
227116_at	MON1B
212754_s_at	MON2
224277_at	MOP-1
220850_at	MORC1
216863_s_at	MORC2
228449_at	MORC2-AS1
213000_at	MORC3
219038_at	MORC4
217982_s_at	MORF4L1
201994_at	MORF4L2
231088_at	MORF4L2-AS1
219852_s_at	MORN1
226790_at	MORN2
237211_x_at	MORN3
228354_at	MORN4
